prompt;expected_answer
Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Question: Is there a path from E to F? Anwer (true of false);True
Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Question: Is there a path from B to C? Anwer (true of false);True
Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Question: Is there a path from D to F? Anwer (true of false);True
Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Question: Is there a path from D to E? Anwer (true of false);True
Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Question: Is there a path from B to D? Anwer (true of false);False
Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Question: Is there a path from A to B? Anwer (true of false);True
Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Question: Is there a path from A to C? Anwer (true of false);True
Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Question: Is there a path from C to F? Anwer (true of false);False
Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Question: Is there a path from B to E? Anwer (true of false);False
Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and E, Edge between B and C, Edge between A and B'. Question: Is there a path from B to C? Anwer (true of false);True
Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and E, Edge between B and C, Edge between A and B'. Question: Is there a path from D to F? Anwer (true of false);False
Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and E, Edge between B and C, Edge between A and B'. Question: Is there a path from D to E? Anwer (true of false);True
Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and E, Edge between B and C, Edge between A and B'. Question: Is there a path from A to F? Anwer (true of false);False
Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and E, Edge between B and C, Edge between A and B'. Question: Is there a path from A to B? Anwer (true of false);True
Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and E, Edge between B and C, Edge between A and B'. Question: Is there a path from A to C? Anwer (true of false);True
Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and E, Edge between B and C, Edge between A and B'. Question: Is there a path from C to E? Anwer (true of false);False
Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between B and C, Edge between A and B'. Question: Is there a path from B to C? Anwer (true of false);True
Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between B and C, Edge between A and B'. Question: Is there a path from D to F? Anwer (true of false);True
Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between B and C, Edge between A and B'. Question: Is there a path from C to D? Anwer (true of false);False
Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between B and C, Edge between A and B'. Question: Is there a path from A to F? Anwer (true of false);False
Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between B and C, Edge between A and B'. Question: Is there a path from A to B? Anwer (true of false);True
Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between B and C, Edge between A and B'. Question: Is there a path from A to C? Anwer (true of false);True
Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between B and C, Edge between A and B'. Question: Is there a path from C to E? Anwer (true of false);False
Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between A and B'. Question: Is there a path from E to F? Anwer (true of false);True
Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between A and B'. Question: Is there a path from D to F? Anwer (true of false);True
Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between A and B'. Question: Is there a path from C to D? Anwer (true of false);False
Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between A and B'. Question: Is there a path from D to E? Anwer (true of false);True
Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between A and B'. Question: Is there a path from A to E? Anwer (true of false);False
Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between A and B'. Question: Is there a path from A to B? Anwer (true of false);True
Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between A and B'. Question: Is there a path from C to E? Anwer (true of false);False
Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C'. Question: Is there a path from E to F? Anwer (true of false);True
Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C'. Question: Is there a path from B to C? Anwer (true of false);True
Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C'. Question: Is there a path from D to F? Anwer (true of false);True
Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C'. Question: Is there a path from D to E? Anwer (true of false);True
Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C'. Question: Is there a path from B to D? Anwer (true of false);False
Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C'. Question: Is there a path from A to B? Anwer (true of false);False
Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C'. Question: Is there a path from C to E? Anwer (true of false);False
Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between B and C, Edge between A and B'. Question: Is there a path from B to C? Anwer (true of false);True
Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between B and C, Edge between A and B'. Question: Is there a path from D to F? Anwer (true of false);False
Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between B and C, Edge between A and B'. Question: Is there a path from B to D? Anwer (true of false);False
Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between B and C, Edge between A and B'. Question: Is there a path from A to B? Anwer (true of false);True
Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between B and C, Edge between A and B'. Question: Is there a path from A to C? Anwer (true of false);True
Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between B and C, Edge between A and B'. Question: Is there a path from C to F? Anwer (true of false);False
Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between B and C, Edge between A and B'. Question: Is there a path from B to E? Anwer (true of false);False
Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and E, Edge between A and B'. Question: Is there a path from B to C? Anwer (true of false);False
